,raceId,driverId,finnishPosition,laps,year,round,circuitId,grand_prix,nationality,constructor,number,positionQuali,driver_name,age
103,950,4,3,56,2016,3,17,10,18,8,14,12,11,35.0
104,953,4,17,78,2016,6,6,23,18,8,14,10,11,35.0
105,962,4,19,61,2016,15,15,29,18,8,14,9,11,35.0
106,963,4,19,56,2016,16,2,20,18,8,14,22,11,35.0
107,965,4,17,56,2016,18,69,35,18,8,14,12,11,35.0
108,967,4,1,71,2016,20,18,7,18,8,14,10,11,35.0
109,968,4,1,55,2016,21,24,1,18,8,14,9,11,35.0
110,976,4,21,51,2017,8,73,4,18,8,14,16,11,36.0
111,979,4,18,70,2017,11,11,17,18,8,14,8,11,36.0
112,987,4,20,71,2017,19,18,7,18,8,14,7,11,36.0
113,989,4,17,58,2018,1,1,2,18,8,14,11,11,37.0
114,991,4,19,56,2018,3,17,10,18,8,14,13,11,37.0
115,992,4,19,51,2018,4,73,4,18,8,14,13,11,37.0
116,998,4,20,52,2018,10,9,8,18,8,14,13,11,37.0
117,1003,4,19,61,2018,15,15,29,18,8,14,11,11,37.0
304,950,18,4,56,2016,3,17,10,3,8,22,13,14,36.0
305,955,18,2,51,2016,8,73,14,3,8,22,19,14,36.0
306,956,18,18,71,2016,9,70,3,3,8,22,5,14,36.0
307,963,18,21,56,2016,16,2,20,3,8,22,9,14,37.0
308,967,18,7,71,2016,20,18,7,3,8,22,17,14,37.0
377,1052,817,19,56,2021,1,3,5,0,8,3,6,5,32.0
378,1053,817,18,63,2021,2,21,13,0,8,3,6,5,32.0
379,1054,817,21,66,2021,3,75,24,0,8,3,16,5,32.0
380,1055,817,18,66,2021,4,4,30,0,8,3,7,5,32.0
381,1057,817,21,51,2021,6,73,4,0,8,3,13,5,32.0
382,1059,817,18,53,2021,7,34,15,0,8,3,10,5,32.0
383,1060,817,19,71,2021,9,70,3,0,8,3,13,5,32.0
384,1061,817,17,52,2021,10,9,8,0,8,3,7,5,32.0
385,1063,817,16,1,2021,12,13,6,0,8,3,4,5,32.0
386,1065,817,0,53,2021,14,14,18,0,8,3,5,5,32.0
387,1066,817,16,53,2021,15,71,26,0,8,3,5,5,32.0
388,1069,817,17,56,2021,17,69,35,0,8,3,7,5,32.0
389,1072,817,17,50,2021,21,77,28,0,8,3,11,5,32.0
402,1013,832,19,51,2019,4,73,4,18,8,55,10,3,25.0
403,1014,832,20,66,2019,5,4,30,18,8,55,13,3,25.0
404,1015,832,18,78,2019,6,6,23,18,8,55,9,3,25.0
405,1017,832,18,53,2019,8,34,15,18,8,55,6,3,25.0
406,1019,832,18,52,2019,10,9,8,18,8,55,13,3,25.0
407,1020,832,17,64,2019,11,10,16,18,8,55,7,3,25.0
408,1024,832,3,61,2019,15,15,29,18,8,55,7,3,25.0
409,1025,832,18,53,2019,16,71,26,18,8,55,6,3,25.0
410,1026,832,17,52,2019,17,22,19,18,8,55,7,3,25.0
411,1031,832,17,71,2020,1,70,3,18,8,55,8,3,26.0
412,1029,832,15,71,2019,20,18,7,18,8,55,20,3,25.0
413,1034,832,4,52,2020,4,9,8,18,8,55,7,3,26.0
414,1035,832,4,52,2020,5,9,0,18,8,55,13,3,26.0
415,1038,832,11,53,2020,8,14,18,18,8,55,3,3,26.0
416,1041,832,17,60,2020,11,20,12,18,8,55,10,3,26.0
417,1043,832,19,63,2020,13,21,13,18,8,55,10,3,26.0
418,1044,832,17,58,2020,14,5,33,18,8,55,13,3,26.0
419,1045,832,17,57,2020,15,3,5,18,8,55,15,3,26.0
420,1046,832,16,87,2020,16,3,27,18,8,55,8,3,26.0
421,1047,832,18,55,2020,17,24,1,18,8,55,6,3,26.0
422,976,838,3,51,2017,8,73,4,1,8,2,19,38,25.0
423,980,838,5,44,2017,12,13,6,1,8,2,15,38,25.0
424,982,838,19,58,2017,14,15,29,1,8,2,9,38,25.0
425,989,838,21,58,2018,1,1,2,1,8,2,12,38,26.0
426,991,838,4,56,2018,3,17,10,1,8,2,14,38,26.0
427,992,838,21,51,2018,4,73,4,1,8,2,16,38,26.0
428,998,838,2,52,2018,10,9,8,1,8,2,17,38,26.0
429,999,838,4,67,2018,11,10,16,1,8,2,20,38,26.0
430,1011,846,18,57,2019,2,3,5,3,8,4,10,19,19.0
431,1013,846,20,51,2019,4,73,4,3,8,4,7,19,19.0
432,1015,846,2,78,2019,6,6,23,3,8,4,12,19,20.0
433,1019,846,2,52,2019,10,9,8,3,8,4,8,19,20.0
434,1024,846,19,61,2019,15,15,29,3,8,4,9,19,20.0
435,1025,846,20,53,2019,16,71,26,3,8,4,8,19,20.0
436,1031,846,15,71,2020,1,70,3,3,8,4,4,19,21.0
437,1028,846,19,56,2019,19,69,35,3,8,4,8,19,20.0
438,1029,846,20,71,2019,20,18,7,3,8,4,11,19,20.0
439,1032,846,17,71,2020,2,70,31,3,8,4,6,19,21.0
440,1034,846,17,52,2020,4,9,8,3,8,4,5,19,21.0
441,1035,846,21,52,2020,5,9,0,3,8,4,10,19,21.0
442,1037,846,19,44,2020,7,13,6,3,8,4,10,19,21.0
443,1038,846,16,53,2020,8,14,18,3,8,4,6,19,21.0
444,1039,846,18,59,2020,9,76,34,3,8,4,11,19,21.0
445,1043,846,20,63,2020,13,21,13,3,8,4,9,19,21.0
446,1044,846,20,58,2020,14,5,33,3,8,4,11,19,21.0
447,1045,846,16,57,2020,15,3,5,3,8,4,9,19,21.0
448,1046,846,1,87,2020,16,3,27,3,8,4,15,19,21.0
449,1047,846,17,55,2020,17,24,1,3,8,4,4,19,21.0
450,1052,846,16,56,2021,1,3,5,3,8,4,7,19,21.0
451,1053,846,15,63,2021,2,21,13,3,8,4,7,19,21.0
452,1054,846,17,66,2021,3,75,24,3,8,4,7,19,21.0
453,1056,846,15,78,2021,5,6,23,3,8,4,5,19,22.0
454,1057,846,17,51,2021,6,73,4,3,8,4,6,19,22.0
455,1059,846,17,53,2021,7,34,15,3,8,4,8,19,22.0
456,1060,846,15,71,2021,9,70,3,3,8,4,2,19,22.0
457,1061,846,16,52,2021,10,9,8,3,8,4,6,19,22.0
458,1063,846,5,1,2021,12,13,6,3,8,4,10,19,22.0
459,1065,846,11,53,2021,14,14,18,3,8,4,4,19,22.0
460,1066,846,19,53,2021,15,71,26,3,8,4,1,19,22.0
461,1067,846,19,58,2021,16,5,33,3,8,4,8,19,22.0
462,1069,846,20,56,2021,17,69,35,3,8,4,8,19,22.0
463,1072,846,1,50,2021,21,77,28,3,8,4,7,19,22.0
464,1073,846,19,58,2021,22,24,1,3,8,4,3,19,22.0
516,948,1,11,57,2016,1,1,2,3,9,44,1,20,31.0
517,949,1,15,57,2016,2,3,5,3,9,44,1,20,31.0
518,950,1,19,56,2016,3,17,10,3,9,44,22,20,31.0
519,951,1,11,53,2016,4,71,26,3,9,44,10,20,31.0
520,953,1,0,78,2016,6,6,23,3,9,44,3,20,31.0
521,954,1,0,70,2016,7,7,9,3,9,44,1,20,31.0
522,955,1,17,51,2016,8,73,14,3,9,44,10,20,31.0
523,956,1,0,71,2016,9,70,3,3,9,44,1,20,32.0
524,957,1,0,52,2016,10,9,8,3,9,44,1,20,32.0
525,958,1,0,70,2016,11,11,17,3,9,44,2,20,32.0
526,959,1,0,67,2016,12,10,16,3,9,44,2,20,32.0
527,960,1,15,44,2016,13,13,6,3,9,44,21,20,32.0
528,961,1,11,53,2016,14,14,18,3,9,44,1,20,32.0
529,962,1,15,61,2016,15,15,29,3,9,44,3,20,32.0
530,964,1,15,53,2016,17,22,19,3,9,44,2,20,32.0
531,965,1,0,56,2016,18,69,35,3,9,44,1,20,32.0
532,966,1,0,71,2016,19,32,21,3,9,44,1,20,32.0
533,967,1,0,71,2016,20,18,7,3,9,44,1,20,32.0
534,968,1,0,55,2016,21,24,1,3,9,44,1,20,32.0
535,969,1,11,57,2017,1,1,2,3,9,44,1,20,32.0
536,970,1,0,56,2017,2,17,10,3,9,44,1,20,32.0
537,971,1,11,57,2017,3,3,5,3,9,44,2,20,32.0
538,972,1,16,52,2017,4,71,26,3,9,44,4,20,32.0
539,973,1,0,66,2017,5,4,30,3,9,44,1,20,32.0
540,974,1,19,78,2017,6,6,23,3,9,44,14,20,32.0
541,975,1,0,70,2017,7,7,9,3,9,44,1,20,32.0
542,976,1,17,51,2017,8,73,4,3,9,44,1,20,32.0
543,977,1,16,71,2017,9,70,3,3,9,44,3,20,33.0
544,978,1,0,51,2017,10,9,8,3,9,44,1,20,33.0
545,979,1,16,70,2017,11,11,17,3,9,44,4,20,33.0
546,980,1,0,44,2017,12,13,6,3,9,44,1,20,33.0
547,981,1,0,53,2017,13,14,18,3,9,44,1,20,33.0
548,982,1,0,58,2017,14,15,29,3,9,44,5,20,33.0
549,983,1,11,56,2017,15,2,20,3,9,44,1,20,33.0
550,984,1,0,53,2017,16,22,19,3,9,44,1,20,33.0
551,985,1,0,56,2017,17,69,35,3,9,44,1,20,33.0
552,987,1,16,71,2017,19,18,7,3,9,44,20,20,33.0
553,988,1,11,55,2017,20,24,1,3,9,44,2,20,33.0
554,989,1,11,58,2018,1,1,2,3,9,44,1,20,33.0
555,990,1,15,57,2018,2,3,5,3,9,44,4,20,33.0
556,991,1,16,56,2018,3,17,10,3,9,44,4,20,33.0
557,992,1,0,51,2018,4,73,4,3,9,44,2,20,33.0
558,993,1,0,66,2018,5,4,30,3,9,44,1,20,33.0
559,994,1,15,78,2018,6,6,23,3,9,44,3,20,33.0
560,995,1,17,68,2018,7,7,9,3,9,44,4,20,33.0
561,996,1,0,53,2018,8,34,15,3,9,44,1,20,33.0
562,998,1,11,52,2018,10,9,8,3,9,44,1,20,34.0
563,999,1,0,67,2018,11,10,16,3,9,44,14,20,34.0
564,1000,1,0,70,2018,12,11,17,3,9,44,1,20,34.0
565,1001,1,11,44,2018,13,13,6,3,9,44,1,20,34.0
566,1002,1,0,53,2018,14,14,18,3,9,44,3,20,34.0
567,1003,1,0,61,2018,15,15,29,3,9,44,1,20,34.0
568,1004,1,0,53,2018,16,71,26,3,9,44,2,20,34.0
569,1005,1,0,53,2018,17,22,19,3,9,44,1,20,34.0
570,1006,1,15,56,2018,18,69,35,3,9,44,1,20,34.0
571,1007,1,16,71,2018,19,32,21,3,9,44,3,20,34.0
572,1008,1,0,71,2018,20,18,7,3,9,44,1,20,34.0
573,1009,1,0,55,2018,21,24,1,3,9,44,1,20,34.0
574,1010,1,11,58,2019,1,1,2,3,9,44,1,20,34.0
575,1011,1,0,57,2019,2,3,5,3,9,44,3,20,34.0
576,1012,1,0,56,2019,3,17,10,3,9,44,2,20,34.0
577,1013,1,11,51,2019,4,73,4,3,9,44,2,20,34.0
578,1014,1,0,66,2019,5,4,30,3,9,44,2,20,34.0
579,1015,1,0,78,2019,6,6,23,3,9,44,1,20,34.0
580,1016,1,0,70,2019,7,7,9,3,9,44,2,20,34.0
581,1017,1,0,53,2019,8,34,15,3,9,44,1,20,34.0
582,1018,1,17,71,2019,9,70,3,3,9,44,2,20,34.0
583,1019,1,0,52,2019,10,9,8,3,9,44,2,20,35.0
584,1020,1,21,64,2019,11,10,16,3,9,44,1,20,35.0
585,1021,1,0,70,2019,12,11,17,3,9,44,3,20,35.0
586,1022,1,11,44,2019,13,13,6,3,9,44,3,20,35.0
587,1023,1,15,53,2019,14,14,18,3,9,44,2,20,35.0
588,1024,1,16,61,2019,15,15,29,3,9,44,2,20,35.0
589,1025,1,0,53,2019,16,71,26,3,9,44,2,20,35.0
590,1026,1,15,52,2019,17,22,19,3,9,44,4,20,35.0
591,1027,1,0,71,2019,18,32,21,3,9,44,4,20,35.0
592,1031,1,16,71,2020,1,70,3,3,9,44,2,20,36.0
593,1028,1,11,56,2019,19,69,35,3,9,44,5,20,35.0
594,1029,1,19,71,2019,20,18,7,3,9,44,3,20,35.0
595,1030,1,0,55,2019,21,24,1,3,9,44,1,20,35.0
596,1032,1,0,71,2020,2,70,31,3,9,44,1,20,36.0
597,1033,1,0,70,2020,3,11,17,3,9,44,1,20,36.0
598,1034,1,0,52,2020,4,9,8,3,9,44,1,20,36.0
599,1035,1,11,52,2020,5,9,0,3,9,44,2,20,36.0
600,1036,1,0,66,2020,6,4,30,3,9,44,1,20,36.0
601,1037,1,0,44,2020,7,13,6,3,9,44,1,20,36.0
602,1038,1,19,53,2020,8,14,18,3,9,44,1,20,36.0
603,1039,1,0,59,2020,9,76,34,3,9,44,1,20,36.0
604,1040,1,15,53,2020,10,71,26,3,9,44,1,20,36.0
605,1041,1,0,60,2020,11,20,12,3,9,44,2,20,36.0
606,1042,1,0,66,2020,12,75,24,3,9,44,1,20,36.0
607,1043,1,0,63,2020,13,21,13,3,9,44,2,20,36.0
608,1044,1,0,58,2020,14,5,33,3,9,44,6,20,36.0
609,1045,1,0,57,2020,15,3,5,3,9,44,1,20,36.0
610,1047,1,15,55,2020,17,24,1,3,9,44,3,20,36.0
611,1052,1,0,56,2021,1,3,5,3,9,44,2,20,36.0
612,1053,1,11,63,2021,2,21,13,3,9,44,1,20,36.0
613,1054,1,0,66,2021,3,75,24,3,9,44,2,20,36.0
614,1055,1,0,66,2021,4,4,30,3,9,44,1,20,36.0
615,1056,1,19,78,2021,5,6,23,3,9,44,7,20,36.0
616,1057,1,6,51,2021,6,73,4,3,9,44,2,20,36.0
617,1059,1,11,53,2021,7,34,15,3,9,44,2,20,36.0
618,1058,1,11,71,2021,8,70,31,3,9,44,3,20,36.0
619,1060,1,16,71,2021,9,70,3,3,9,44,4,20,37.0
620,1061,1,0,52,2021,10,9,8,3,9,44,1,20,37.0
621,1062,1,11,70,2021,11,11,17,3,9,44,1,20,37.0
622,1063,1,15,1,2021,12,13,6,3,9,44,3,20,37.0
623,1064,1,11,72,2021,13,39,11,3,9,44,2,20,37.0
624,1066,1,0,53,2021,15,71,26,3,9,44,4,20,37.0
625,1067,1,17,58,2021,16,5,33,3,9,44,1,20,37.0
626,1069,1,11,56,2021,17,69,35,3,9,44,2,20,37.0
627,1070,1,11,71,2021,18,32,22,3,9,44,2,20,37.0
628,1071,1,0,71,2021,19,18,32,3,9,44,1,20,37.0
629,1051,1,0,57,2021,20,78,25,3,9,44,1,20,37.0
630,1072,1,0,50,2021,21,77,28,3,9,44,1,20,37.0
631,1073,1,11,58,2021,22,24,1,3,9,44,2,20,37.0
721,948,3,0,57,2016,1,1,2,9,9,6,2,26,31.0
722,949,3,0,57,2016,2,3,5,9,9,6,2,26,31.0
723,950,3,0,56,2016,3,17,10,9,9,6,1,26,31.0
724,951,3,0,53,2016,4,71,26,9,9,6,1,26,31.0
725,953,3,19,78,2016,6,6,23,9,9,6,2,26,31.0
726,954,3,17,70,2016,7,7,9,9,9,6,2,26,31.0
727,955,3,0,51,2016,8,73,14,9,9,6,1,26,31.0
728,956,3,16,71,2016,9,70,3,9,9,6,2,26,31.0
729,957,3,15,52,2016,10,9,8,9,9,6,2,26,31.0
730,958,3,11,70,2016,11,11,17,9,9,6,1,26,31.0
731,959,3,16,67,2016,12,10,16,9,9,6,1,26,31.0
732,960,3,0,44,2016,13,13,6,9,9,6,1,26,31.0
733,961,3,0,53,2016,14,14,18,9,9,6,2,26,31.0
734,962,3,0,61,2016,15,15,29,9,9,6,1,26,31.0
735,963,3,15,56,2016,16,2,20,9,9,6,2,26,31.0
736,964,3,0,53,2016,17,22,19,9,9,6,1,26,31.0
737,965,3,11,56,2016,18,69,35,9,9,6,2,26,31.0
738,966,3,11,71,2016,19,32,21,9,9,6,2,26,31.0
739,967,3,11,71,2016,20,18,7,9,9,6,2,26,31.0
740,968,3,11,55,2016,21,24,1,9,9,6,2,26,31.0
774,969,822,15,57,2017,1,1,2,7,9,77,3,39,28.0
775,970,822,18,56,2017,2,17,10,7,9,77,3,39,28.0
776,971,822,15,57,2017,3,3,5,7,9,77,1,39,28.0
777,972,822,0,52,2017,4,71,26,7,9,77,3,39,28.0
778,974,822,16,78,2017,6,6,23,7,9,77,3,39,28.0
779,975,822,11,70,2017,7,7,9,7,9,77,3,39,28.0
780,976,822,11,51,2017,8,73,4,7,9,77,2,39,28.0
781,977,822,0,71,2017,9,70,3,7,9,77,1,39,28.0
782,978,822,11,51,2017,10,9,8,7,9,77,4,39,28.0
783,979,822,15,70,2017,11,11,17,7,9,77,3,39,28.0
784,980,822,17,44,2017,12,13,6,7,9,77,3,39,28.0
785,981,822,11,53,2017,13,14,18,7,9,77,6,39,28.0
786,982,822,15,58,2017,14,15,29,7,9,77,6,39,28.0
787,983,822,17,56,2017,15,2,20,7,9,77,5,39,28.0
788,984,822,16,53,2017,16,22,19,7,9,77,2,39,28.0
789,985,822,17,56,2017,17,69,35,7,9,77,3,39,28.0
790,986,822,11,71,2017,18,32,21,7,9,77,4,39,28.0
791,987,822,11,71,2017,19,18,7,7,9,77,1,39,28.0
792,988,822,0,55,2017,20,24,1,7,9,77,1,39,28.0
793,989,822,20,58,2018,1,1,2,7,9,77,10,39,29.0
794,990,822,11,57,2018,2,3,5,7,9,77,3,39,29.0
795,991,822,11,56,2018,3,17,10,7,9,77,3,39,29.0
796,993,822,11,66,2018,5,4,30,7,9,77,2,39,29.0
797,994,822,17,78,2018,6,6,23,7,9,77,5,39,29.0
798,995,822,11,68,2018,7,7,9,7,9,77,2,39,29.0
799,996,822,19,53,2018,8,34,15,7,9,77,2,39,29.0
800,998,822,16,52,2018,10,9,8,7,9,77,4,39,29.0
801,999,822,11,67,2018,11,10,16,7,9,77,2,39,29.0
802,1000,822,17,70,2018,12,11,17,7,9,77,2,39,29.0
803,1001,822,16,44,2018,13,13,6,7,9,77,10,39,29.0
804,1002,822,15,53,2018,14,14,18,7,9,77,4,39,29.0
805,1003,822,16,61,2018,15,15,29,7,9,77,4,39,29.0
806,1004,822,11,53,2018,16,71,26,7,9,77,1,39,29.0
807,1005,822,11,53,2018,17,22,19,7,9,77,2,39,29.0
808,1006,822,17,56,2018,18,69,35,7,9,77,4,39,29.0
809,1008,822,17,71,2018,20,18,7,7,9,77,3,39,29.0
810,1009,822,17,55,2018,21,24,1,7,9,77,2,39,29.0
811,1010,822,0,58,2019,1,1,2,7,9,77,2,39,30.0
812,1011,822,11,57,2019,2,3,5,7,9,77,4,39,30.0
813,1012,822,11,56,2019,3,17,10,7,9,77,1,39,30.0
814,1013,822,0,51,2019,4,73,4,7,9,77,1,39,30.0
815,1014,822,11,66,2019,5,4,30,7,9,77,1,39,30.0
816,1015,822,15,78,2019,6,6,23,7,9,77,2,39,30.0
817,1016,822,16,70,2019,7,7,9,7,9,77,6,39,30.0
818,1017,822,11,53,2019,8,34,15,7,9,77,2,39,30.0
819,1018,822,15,71,2019,9,70,3,7,9,77,4,39,30.0
820,1019,822,11,52,2019,10,9,8,7,9,77,1,39,30.0
821,1022,822,15,44,2019,13,13,6,7,9,77,4,39,30.0
822,1023,822,11,53,2019,14,14,18,7,9,77,3,39,30.0
823,1024,822,17,61,2019,15,15,29,7,9,77,5,39,30.0
824,1025,822,11,53,2019,16,71,26,7,9,77,5,39,30.0
825,1026,822,0,52,2019,17,22,19,7,9,77,3,39,30.0
826,1027,822,15,71,2019,18,32,21,7,9,77,6,39,30.0
827,1031,822,0,71,2020,1,70,3,7,9,77,1,39,31.0
828,1028,822,0,56,2019,19,69,35,7,9,77,1,39,30.0
829,1030,822,16,55,2019,21,24,1,7,9,77,2,39,30.0
830,1032,822,11,71,2020,2,70,31,7,9,77,4,39,31.0
831,1033,822,15,70,2020,3,11,17,7,9,77,2,39,31.0
832,1034,822,2,52,2020,4,9,8,7,9,77,2,39,31.0
833,1035,822,15,52,2020,5,9,0,7,9,77,1,39,31.0
834,1036,822,15,66,2020,6,4,30,7,9,77,2,39,31.0
835,1037,822,11,44,2020,7,13,6,7,9,77,2,39,31.0
836,1038,822,17,53,2020,8,14,18,7,9,77,2,39,31.0
837,1039,822,11,59,2020,9,76,34,7,9,77,2,39,31.0
838,1040,822,0,53,2020,10,71,26,7,9,77,3,39,31.0
839,1042,822,11,66,2020,12,75,24,7,9,77,2,39,31.0
840,1043,822,11,63,2020,13,21,13,7,9,33,1,39,31.0
841,1045,822,20,57,2020,15,3,5,7,9,77,2,39,31.0
842,1046,822,20,87,2020,16,3,27,7,9,77,1,39,31.0
843,1047,822,11,55,2020,17,24,1,7,9,77,2,39,31.0
844,1052,822,15,56,2021,1,3,5,7,9,77,3,39,32.0
845,1054,822,15,66,2021,3,75,24,7,9,77,1,39,32.0
846,1055,822,15,66,2021,4,4,30,7,9,77,3,39,32.0
847,1057,822,3,51,2021,6,73,4,7,9,77,10,39,32.0
848,1059,822,16,53,2021,7,34,15,7,9,77,3,39,32.0
849,1058,822,15,71,2021,8,70,31,7,9,77,2,39,32.0
850,1060,822,11,71,2021,9,70,3,7,9,77,5,39,32.0
851,1061,822,15,52,2021,10,9,8,7,9,77,3,39,32.0
852,1063,822,3,1,2021,12,13,6,7,9,77,8,39,32.0
853,1064,822,15,72,2021,13,39,11,7,9,77,3,39,32.0
854,1065,822,15,53,2021,14,14,18,7,9,77,1,39,32.0
855,1066,822,17,53,2021,15,71,26,7,9,77,7,39,32.0
856,1067,822,0,58,2021,16,5,33,7,9,77,2,39,32.0
857,1069,822,18,56,2021,17,69,35,7,9,77,4,39,32.0
858,1071,822,15,71,2021,19,18,32,7,9,77,3,39,32.0
859,1072,822,15,50,2021,21,77,28,7,9,77,2,39,32.0
860,1073,822,18,58,2021,22,24,1,7,9,77,6,39,32.0
861,1046,847,21,87,2020,16,3,27,3,9,63,2,12,23.0
1010,1020,9,1,64,2019,11,10,16,16,15,88,19,33,35.0
1011,1024,9,7,61,2019,15,15,29,16,15,88,19,33,35.0
1037,948,13,17,57,2016,1,1,2,2,15,19,6,9,35.0
1038,950,13,18,56,2016,3,17,10,2,15,19,11,9,35.0
1039,951,13,17,53,2016,4,71,26,2,15,19,5,9,35.0
1040,952,13,20,66,2016,5,4,30,2,15,19,18,9,35.0
1041,955,13,1,51,2016,8,73,14,2,15,19,6,9,35.0
1042,960,13,1,44,2016,13,13,6,2,15,19,10,9,35.0
1043,961,13,21,53,2016,14,14,18,2,15,19,11,9,35.0
1044,964,13,21,53,2016,17,22,19,2,15,19,12,9,35.0
1045,966,13,21,71,2016,19,32,21,2,15,19,9,9,36.0
1046,968,13,21,55,2016,21,24,1,2,15,19,10,9,36.0
1047,969,13,18,57,2017,1,1,2,2,15,19,7,9,36.0
1048,971,13,18,57,2017,3,3,5,2,15,19,8,9,36.0
1049,974,13,21,78,2017,6,6,23,2,15,19,15,9,36.0
1050,980,13,20,44,2017,12,13,6,2,15,19,16,9,36.0
1051,981,13,20,53,2017,13,14,18,2,15,19,9,9,36.0
1052,982,13,2,58,2017,14,15,29,2,15,19,17,9,36.0
1053,987,13,19,71,2017,19,18,7,2,15,19,10,9,37.0
1274,948,822,20,57,2016,1,1,2,7,15,77,11,39,27.0
1275,950,822,1,56,2016,3,17,10,7,15,77,5,39,27.0
1276,951,822,16,53,2016,4,71,26,7,15,77,3,39,27.0
1277,952,822,17,66,2016,5,4,30,7,15,77,7,39,27.0
1278,954,822,15,70,2016,7,7,9,7,15,77,7,39,27.0
1279,955,822,18,51,2016,8,73,14,7,15,77,8,39,27.0
1280,960,822,20,44,2016,13,13,6,7,15,77,8,39,27.0
1281,961,822,18,53,2016,14,14,18,7,15,77,5,39,27.0
1282,963,822,17,56,2016,16,2,20,7,15,77,11,39,27.0
1283,964,822,1,53,2016,17,22,19,7,15,77,11,39,27.0
1284,966,822,20,71,2016,19,32,21,7,15,77,8,39,27.0
1285,967,822,2,71,2016,20,18,7,7,15,77,11,39,27.0
1286,976,840,15,51,2017,8,73,4,4,15,18,8,18,19.0
1287,980,840,2,44,2017,12,13,6,4,15,18,18,18,19.0
1288,981,840,19,53,2017,13,14,18,4,15,18,4,18,19.0
1289,982,840,20,58,2017,14,15,29,4,15,18,18,18,19.0
1290,989,840,5,58,2018,1,1,2,4,15,18,14,18,19.0
1291,991,840,5,56,2018,3,17,10,4,15,18,18,18,19.0
1292,992,840,20,51,2018,4,73,4,4,15,18,11,18,20.0
1293,998,840,3,52,2018,10,9,8,4,15,18,19,18,20.0
1294,991,845,6,56,2018,3,17,10,17,15,35,16,36,23.0
1295,998,845,5,52,2018,10,9,8,17,15,35,18,36,23.0
1296,1020,847,2,64,2019,11,10,16,3,15,63,18,12,21.0
1297,1029,847,3,71,2019,20,18,7,3,15,63,18,12,22.0
1298,1034,847,3,52,2020,4,9,8,3,15,63,15,12,22.0
1299,1038,847,5,53,2020,8,14,18,3,15,63,19,12,23.0
1300,1039,847,2,59,2020,9,76,34,3,15,63,18,12,23.0
1301,1062,847,20,70,2021,11,11,17,3,15,63,17,12,23.0
1302,1063,847,11,1,2021,12,13,6,3,15,63,2,12,24.0
1303,1065,847,21,53,2021,14,14,18,3,15,63,15,12,24.0
1304,1066,847,1,53,2021,15,71,26,3,15,63,3,12,24.0
1305,1031,849,2,71,2020,1,70,3,4,15,6,20,24,25.0
1306,1034,849,6,52,2020,4,9,8,4,15,6,20,24,25.0
1307,1037,849,7,44,2020,7,13,6,4,15,6,19,24,25.0
1308,1038,849,2,53,2020,8,14,18,4,15,6,20,24,25.0
1309,1041,849,5,60,2020,11,20,12,4,15,6,18,24,25.0
1310,1043,849,2,63,2020,13,21,13,4,15,6,19,24,25.0
1311,1057,849,7,51,2021,6,73,4,4,15,6,16,24,26.0
1312,1062,849,19,70,2021,11,11,17,4,15,6,18,24,26.0
1313,1063,849,21,1,2021,12,13,6,4,15,6,12,24,26.0
1314,1065,849,2,53,2021,14,14,18,4,15,6,16,24,26.0
1315,1072,849,3,50,2021,21,77,28,4,15,6,16,24,26.0
1316,1046,851,7,87,2020,16,3,27,3,15,89,18,13,25.0
1477,976,828,2,51,2017,8,73,4,19,13,9,18,21,27.0
1478,980,828,7,44,2017,12,13,6,19,13,9,19,21,27.0
1479,991,828,7,56,2018,3,17,10,19,13,9,20,21,28.0
1480,992,828,2,51,2018,4,73,4,19,13,9,18,21,28.0
1481,994,828,2,78,2018,6,6,23,19,13,9,17,21,28.0
1482,999,828,21,67,2018,11,10,16,19,13,9,13,21,28.0
1491,967,831,21,71,2016,20,18,7,2,13,12,22,10,24.0
1492,976,836,1,51,2017,8,73,4,9,13,94,15,28,23.0
1493,989,844,4,58,2018,1,1,2,14,13,16,18,4,20.0
1494,991,844,10,56,2018,3,17,10,14,13,16,19,4,21.0
1495,992,844,18,51,2018,4,73,4,14,13,16,14,4,21.0
1496,996,844,1,53,2018,8,34,15,14,13,16,8,4,21.0
1497,1004,844,19,53,2018,16,71,26,14,13,16,7,4,21.0
1498,1008,844,19,71,2018,20,18,7,14,13,16,8,4,21.0
1499,1009,844,19,55,2018,21,24,1,14,13,16,8,4,21.0
1680,971,807,21,57,2017,3,3,5,9,12,27,7,25,30.0
1681,972,807,20,52,2017,4,71,26,9,12,27,8,25,30.0
1682,975,807,20,70,2017,7,7,9,9,12,27,10,25,30.0
1683,978,807,18,51,2017,10,9,8,9,12,27,6,25,30.0
1684,980,807,18,44,2017,12,13,6,9,12,27,7,25,30.0
1685,988,807,18,55,2017,20,24,1,9,12,27,7,25,30.0
1686,989,807,19,58,2018,1,1,2,9,12,27,8,25,31.0
1687,990,807,18,57,2018,2,3,5,9,12,27,8,25,31.0
1688,991,807,18,56,2018,3,17,10,9,12,27,7,25,31.0
1689,994,807,20,78,2018,6,6,23,9,12,27,11,25,31.0
1690,996,807,21,53,2018,8,34,15,9,12,27,12,25,31.0
1691,998,807,18,52,2018,10,9,8,9,12,27,11,25,31.0
1692,999,807,17,67,2018,11,10,16,9,12,27,7,25,31.0
1693,1006,807,18,56,2018,18,69,35,9,12,27,7,25,31.0
1694,1014,807,4,66,2019,5,4,30,9,12,27,16,25,32.0
